Sample A,Sample B,Spearman Rho,p-value,Significant?
DM_6,TA_6,0.871371172302271,1.4662260933704807e-34,✅
DM_1,MA_5,0.8712759040387492,1.5209573294726261e-34,✅
HCl_7,HF_1,0.8711880876847009,1.5731746495183651e-34,✅
MA_3,TA_1,0.8702225715630663,2.2764243495639552e-34,✅
HCl_1,HF_3,0.869882295780082,2.591216810413491e-34,✅
MH-3,MH-5,0.8688759640170792,3.7925992096588285e-34,✅
MA_3,TA_4,0.8688730743948098,3.7967325971199195e-34,✅
F2_3,F2_6,0.868615850695933,4.182878372483385e-34,✅
TA_5,Ammonia_3,0.8685580637730544,4.274774894959845e-34,✅
MA_7,TA_4,0.8681558684084099,4.971391645648343e-34,✅
MA_3,TA_7,0.8681007750190182,5.075073750783333e-34,✅
HCl_2,HF_3,0.8680796537975923,5.115380849084154e-34,✅
MA_4,TA_7,0.8680266276089545,5.217959402460015e-34,✅
DM_1,MA_7,0.8676625399532231,5.9786792810397816e-34,✅
MA_7,TA_7,0.8673883272028697,6.622230215006545e-34,✅
DM_5,Ammonia_4,0.8671201425209828,7.316975830294647e-34,✅
HCl_1,HF_4,0.867031069512897,7.56312379825738e-34,✅
MA_3,TA_5,0.8670153476806997,7.607403216765404e-34,✅
MA_7,Ammonia_7,0.8670078858329721,7.628507617178908e-34,✅
MA_3,Ammonia_4,0.8667771775891471,8.310039749548138e-34,✅
DM_6,TA_3,0.866605695123229,8.854852263399804e-34,✅
HCl_3,HF_4,0.8665478986251035,9.046231017049587e-34,✅
TA_1,Ammonia_2,0.8664594572286007,9.346939901180157e-34,✅
HCl_6,HF_3,0.8654359594848621,1.3623432538784285e-33,✅
TA_1,Ammonia_4,0.8654019744662573,1.3794194702129612e-33,✅
HCl_4,HF_3,0.8652501863709945,1.4582779492638663e-33,✅
HCl_7,HF_6,0.8651311010415922,1.523217428719201e-33,✅
DM_5,TA_5,0.864747968409119,1.7519272633218762e-33,✅
MA_4,TA_1,0.8644989806321046,1.9182227538390732e-33,✅
TA_7,Ammonia_2,0.8644710455338557,1.937816809838664e-33,✅
HCl_1,HF_5,0.8643737183465939,2.007624631440188e-33,✅
TA_1,Ammonia_3,0.8639580053518143,2.334519727873062e-33,✅
MA_4,TA_5,0.8638354526576955,2.4404514866160988e-33,✅
HNO3_2,HNO3_7,0.8637585890727463,2.509274534074618e-33,✅
DM_7,TA_4,0.863728600417274,2.5366378325158384e-33,✅
DM_6,TA_5,0.863547591147694,2.7081058210396112e-33,✅
HCl_4,HF_4,0.8635374143276983,2.718075694904785e-33,✅
MA_6,TA_1,0.8632107939677077,3.057831398268743e-33,✅
DM_4,TA_6,0.8630991792619549,3.1831949717015107e-33,✅
HCl_7,HF_7,0.8628113188248361,3.530173736263724e-33,✅
HCl_2,HF_4,0.8627705029797834,3.582274573885158e-33,✅
MH-3,MH-4,0.8625738933366411,3.843967811908665e-33,✅
HCl_7,HF_2,0.8622805262606342,4.26954957902158e-33,✅
MA_7,TA_1,0.8619600632683581,4.787142405778122e-33,✅
MA_4,Ammonia_4,0.8615013802014111,5.6362164351191894e-33,✅
MH-4,MH-5,0.8614694281957966,5.70056488648046e-33,✅
HCl_3,HF_5,0.8604894871721588,8.063599189845044e-33,✅
TA_7,Ammonia_5,0.8603935541436992,8.340875856320422e-33,✅
HCl_4,HF_5,0.8592414758924233,1.249367411119766e-32,✅
MH-2,MH-3,0.8592299374653884,1.2544107402856523e-32,✅
DM_5,TA_3,0.8586793944763592,1.5196349571595927e-32,✅
HCl_6,HF_5,0.8584983852067792,1.6182659916090184e-32,✅
DM_5,TA_6,0.8584099250501283,1.6687180853125957e-32,✅
HCl_2,HF_5,0.8583269027408614,1.717466234558579e-32,✅
HCl_6,HF_4,0.8581928520148998,1.799131167193089e-32,✅
DM_6,TA_1,0.8577471330289334,2.098915801080014e-32,✅
MH-4,MH-6,0.857460987367338,2.316566429504445e-32,✅
MA_7,TA_3,0.856509323192868,3.211336078200805e-32,✅
DM_6,TA_4,0.8563072203644955,3.4409369145881614e-32,✅
DM_7,TA_3,0.856078577076605,3.7200684411026056e-32,✅
DM_3,TA_1,0.8555892965814487,4.3938310680063867e-32,✅
MA_5,TA_4,0.8553164327836367,4.819967937863637e-32,✅
DM_2,TA_6,0.8548707090602928,5.604479911265274e-32,✅
DM_4,TA_7,0.8547318781061004,5.873397567371231e-32,✅
MA_4,Hydrazine_3,0.8531837614495517,9.87271201461278e-32,✅
F2_1,F2_3,0.8530225047479697,1.0417924459663547e-31,✅
DM_4,TA_5,0.8529081828317435,1.0822171731593712e-31,✅
DM_2,TA_1,0.8528360306506626,1.1085157257742726e-31,✅
DM_3,TA_6,0.8526366682807064,1.1844720159861036e-31,✅
HCl_7,HF_5,0.8521916411824668,1.3728494279494747e-31,✅
HCl_7,HF_4,0.8518670242507319,1.528430344475612e-31,✅
MA_6,TA_5,0.851562872140768,1.6897725795768019e-31,✅
TA_1,Ammonia_1,0.8509326829736614,2.078837270305857e-31,✅
DM_3,TA_3,0.850829308258786,2.1505176077508737e-31,✅
MA_7,Ammonia_4,0.8505312396568744,2.37099909711073e-31,✅
MA_3,TA_6,0.8503216494771263,2.5391133094309063e-31,✅
DM_7,TA_7,0.8501998256683081,2.6421272544610667e-31,✅
TA_5,Ammonia_7,0.8501433783951146,2.6912335364480035e-31,✅
HCl_5,HF_1,0.8500671639658178,2.7589543296348747e-31,✅
MA_2,TA_1,0.849997022874281,2.822749065132539e-31,✅
DM_4,TA_1,0.8495655736239517,3.2480922971957863e-31,✅
DM_4,TA_3,0.8492927522310907,3.548744944172981e-31,✅
MA_5,Ammonia_4,0.849247858850877,3.6007581698595036e-31,✅
HCl_5,HF_2,0.8490477959739727,3.8417557100454324e-31,✅
MA_5,TA_1,0.8487871101642125,4.179556569548617e-31,✅
MA_4,Hydrazine_6,0.8485679920951033,4.485814186366971e-31,✅
DM_1,TA_6,0.8485326270762577,4.537257315818878e-31,✅
MH-6,Hydrazine_5,0.8484183048973754,4.70753112228729e-31,✅
MA_7,TA_6,0.8483373266708901,4.831905316473209e-31,✅
MA_1,Ammonia_4,0.8482448013323507,4.977949330846997e-31,✅
HCl_5,HF_6,0.8479161258232004,5.53247119498067e-31,✅
DM_1,TA_1,0.8477888078140501,5.763125544738464e-31,✅
MA_5,TA_6,0.8477541697752135,5.827486979071544e-31,✅
F2_2,F2_3,0.847685463050292,5.957237945474222e-31,✅
DM_2,TA_5,0.8475139805843741,6.293524182448815e-31,✅
DM_5,TA_4,0.8473806053331046,6.567844177585711e-31,✅
DM_5,TA_1,0.8468912626893805,7.678080905017217e-31,✅
DM_3,TA_5,0.8467042022730953,8.149281582425158e-31,✅
MH-6,Hydrazine_4,0.8466272572774001,8.351206671638064e-31,✅
DM_6,TA_7,0.8462318930421396,9.468403628048611e-31,✅
F2_3,F2_7,0.8461358916604473,9.760990036073513e-31,✅
TA_5,Ammonia_5,0.8461325940533692,9.771195693169282e-31,✅
MH-7,Hydrazine_4,0.8459869434868837,1.0232520984383925e-30,✅
TA_6,Ammonia_2,0.8459297825287707,1.0419328833166799e-30,✅
MA_3,TA_3,0.8458277363361818,1.0761149172826275e-30,✅
MH-6,Hydrazine_2,0.8454697451187458,1.2049211415359957e-30,✅
MH-7,Hydrazine_6,0.8453621997570807,1.2464779607188088e-30,✅
MA_6,Hydrazine_3,0.8450600906099216,1.3708562967756811e-30,✅
HCl_5,HF_7,0.8449675730672003,1.4113158063628791e-30,✅
MA_3,Hydrazine_3,0.8447123606198733,1.5290721482509622e-30,✅
MH-7,Hydrazine_2,0.8441768464799694,1.8082306332190336e-30,✅
MA_2,TA_5,0.8440843312660169,1.861261587946778e-30,✅
TA_1,Ammonia_6,0.8432587695158832,2.406964280683922e-30,✅
MH-6,Hydrazine_6,0.8431873177981442,2.460954607851159e-30,✅
HCN_5,HCN_6,0.8431424386433831,2.495469560871375e-30,✅
MA_5,TA_3,0.8429982756485371,2.609572049666667e-30,✅
MA_1,TA_5,0.842905015161953,2.6860861951162538e-30,✅
HNO3_4,HNO3_7,0.8428811980960726,2.7059754267946954e-30,✅
MA_4,TA_3,0.8426239737845637,2.930165251214407e-30,✅
HNO3_3,HNO3_4,0.8423504529995142,3.188471588405987e-30,✅
DM_4,TA_4,0.8421190519878982,3.4242740136313676e-30,✅
MH-7,Hydrazine_5,0.8419285154608545,3.631157595222886e-30,✅
MA_2,TA_7,0.840501493343123,5.620655587771756e-30,✅
TA_4,Ammonia_1,0.8404137500708576,5.772882894498013e-30,✅
MA_4,TA_4,0.8402708476755749,6.029473719393744e-30,✅
MA_5,TA_2,0.840005335098997,6.536143529608779e-30,✅
MA_1,Hydrazine_4,0.8397230551603245,7.120437881351879e-30,✅
MA_4,Hydrazine_1,0.8395166995162654,7.579572476576366e-30,✅
MA_4,Hydrazine_7,0.8394650661545966,7.698906759390783e-30,✅
MA_4,TA_6,0.8393916154201578,7.871834699755144e-30,✅
MH-7,Hydrazine_1,0.8390403536605813,8.752723163561435e-30,✅
TA_1,Ammonia_5,0.8389744322794038,8.928455196004628e-30,✅
MA_1,TA_1,0.8389192691061774,9.078154364914994e-30,✅
MA_6,TA_3,0.8389017500738327,9.126207867216861e-30,✅
MH-4,Hydrazine_4,0.838762843392881,9.51612174538408e-30,✅
MA_7,TA_2,0.8380400273636447,1.1823080221640493e-29,✅
HNO3_3,HNO3_5,0.8379463020456426,1.2159634357422189e-29,✅
TA_7,Ammonia_6,0.8378312076524543,1.2585748307326636e-29,✅
HNO3_4,HNO3_6,0.837825221260015,1.2608306538440311e-29,✅
DM_7,TA_2,0.8368614599392789,1.6805546344759762e-29,✅
DM_1,TA_4,0.8365934927036329,1.8197306356853347e-29,✅
HCl_7,HF_3,0.8365029878532871,1.8692338810751292e-29,✅
DM_1,TA_3,0.8364553537215262,1.8958143666820864e-29,✅
MA_7,Hydrazine_3,0.8364164672001622,1.91778711569643e-29,✅
TA_3,Ammonia_2,0.8363580934960512,1.9512390084867775e-29,✅
MA_2,Hydrazine_6,0.8361715404533423,2.0620144052546746e-29,✅
HF_2,HNO3_5,0.8360409367752064,2.1432004156029103e-29,✅
MA_1,Hydrazine_1,0.8359488690571913,2.202300359842472e-29,✅
MA_3,Hydrazine_1,0.8357944477638594,2.305021000702324e-29,✅
DM_2,TA_4,0.8355006811664618,2.5135185323022706e-29,✅
MH-6,Hydrazine_1,0.8352839742676852,2.6790259050808647e-29,✅
TA_1,Ammonia_7,0.8347778452810949,3.108159503012174e-29,✅
MA_2,Hydrazine_3,0.8346996422762882,3.1801965125065695e-29,✅
MA_2,TA_4,0.8340621338134842,3.83158308138449e-29,✅
HCl_5,HF_4,0.8327895090432826,5.545007038349174e-29,✅
MH-7,Hydrazine_7,0.8325866647636537,5.879811645027582e-29,✅
MA_5,Hydrazine_1,0.8324886153989436,6.048650656654004e-29,✅
TA_4,Ammonia_3,0.8321321564593557,6.703327922944784e-29,✅
TA_2,Ammonia_2,0.8320599051498911,6.844224349706576e-29,✅
TA_7,Ammonia_1,0.8319340740499701,7.096545379569985e-29,✅
MA_3,TA_2,0.8316978831618025,7.594937900691201e-29,✅
MA_7,Hydrazine_6,0.8313862789253452,8.30507166909961e-29,✅
DM_1,TA_5,0.8312346528805309,8.673692941389918e-29,✅
MA_6,TA_4,0.8311374050892185,8.918478535048439e-29,✅
DM_3,TA_4,0.8305086360475197,1.0672198275507595e-28,✅
HF_3,HNO3_5,0.8304411407449043,1.0879372087783136e-28,✅
SO2_5,SO2_6,0.8303926985975353,1.1030480090952135e-28,✅
MA_3,Hydrazine_6,0.8301648621320956,1.1769130672515376e-28,✅
MA_2,Hydrazine_1,0.8300973648986731,1.1997088870507432e-28,✅
MA_7,Hydrazine_1,0.8299754920269123,1.2419666327959154e-28,✅
TA_5,Ammonia_1,0.8299151874307538,1.2634108492165453e-28,✅
MA_1,Hydrazine_6,0.8298857966274594,1.2739928791772261e-28,✅
DM_2,TA_7,0.8294122410577442,1.456924784390088e-28,✅
HF_4,HNO3_7,0.82865444845602,1.8043074251781998e-28,✅
TA_6,Ammonia_3,0.8283781691757743,1.9501033111402594e-28,✅
MA_1,Hydrazine_3,0.8283376799709107,1.9724148176095335e-28,✅
MA_4,Hydrazine_4,0.8282575196454742,2.0173251244574668e-28,✅
MH-6,Hydrazine_7,0.8278704532896366,2.2486283254985776e-28,✅
TA_4,Ammonia_5,0.8277934970038202,2.2976103321970727e-28,✅
MA_5,Hydrazine_6,0.8274878175511751,2.5026753141946675e-28,✅
MA_1,TA_7,0.8272373262857946,2.6839542271729615e-28,✅
MA_6,Hydrazine_6,0.8272163023534661,2.699739820360554e-28,✅
MH-7,Hydrazine_3,0.8270229716718108,2.849217495024568e-28,✅
TA_5,Ammonia_4,0.8268598702449341,2.981585970581766e-28,✅
HCl_5,HF_5,0.8267169681900026,3.1024850363360727e-28,✅
TA_7,Ammonia_7,0.8264446275810299,3.3462960686704205e-28,✅
MA_6,Hydrazine_7,0.8261254781381088,3.6558911150543997e-28,✅
TA_7,Ammonia_3,0.825457767277023,4.396832756412742e-28,✅
MA_5,Hydrazine_3,0.8252823519978545,4.614652001375492e-28,✅
DM_5,TA_7,0.8245821285932364,5.59410023986857e-28,✅
MA_1,Hydrazine_7,0.8241220392292318,6.345316206989678e-28,✅
MA_4,Hydrazine_2,0.8239371038947598,6.674283821570624e-28,✅
MA_2,Hydrazine_2,0.8238398734840474,6.853863051127159e-28,✅
DM_3,TA_7,0.8237485293020246,7.02686599199617e-28,✅
MA_3,Hydrazine_4,0.8237446054474262,7.034392427845534e-28,✅
TA_3,Ammonia_3,0.823710421905855,7.100294676444427e-28,✅
MA_4,Hydrazine_5,0.82330356994234,7.932496202137477e-28,✅
TA_2,Ammonia_6,0.823292359671664,7.956725639137426e-28,✅
HF_6,HNO3_5,0.8230959401332805,8.393179212673674e-28,✅
TA_4,Ammonia_2,0.8230872559947413,8.413006208447368e-28,✅
MA_6,TA_6,0.8230415822176548,8.51804076249889e-28,✅
MA_6,Hydrazine_1,0.8229998285532488,8.615180442894207e-28,✅
HF_7,HNO3_5,0.8229030214401737,8.8445835566597e-28,✅
HCN_3,HCN_7,0.8224436182474186,1.001714546422825e-27,✅
HF_4,HNO3_5,0.8223238421897021,1.0347005960929638e-27,✅
MA_3,Hydrazine_7,0.8222385237288008,1.0588417784425414e-27,✅
DM_1,TA_7,0.8221737939599135,1.0775235275440516e-27,✅
MA_2,Hydrazine_7,0.8221146746912492,1.0948670963381895e-27,✅
MA_1,TA_6,0.821800288663526,1.1917786265383571e-27,✅
MA_6,TA_7,0.8217193104559888,1.2180678208849538e-27,✅
TA_6,Ammonia_6,0.821438268399918,1.3137756511790556e-27,✅
MH-5,Hydrazine_4,0.8214001610130676,1.3273057528793598e-27,✅
MA_6,Hydrazine_4,0.8209056179561195,1.5157327888914081e-27,✅
HF_7,HNO3_7,0.8205070189060318,1.686400283330947e-27,✅
MA_5,Hydrazine_7,0.820366497891965,1.7509317441054938e-27,✅
MA_7,Hydrazine_4,0.8203454903599876,1.7607839927033563e-27,✅
MA_6,Hydrazine_2,0.8201434736631512,1.8583338418787247e-27,✅
TA_4,Ammonia_4,0.8198767231606123,1.9952642446907675e-27,✅
TA_6,Ammonia_5,0.8195404735332282,2.181971936074976e-27,✅
MA_7,Hydrazine_7,0.8191918831076073,2.3935283607626043e-27,✅
Cl2_5,F2_4,0.8190955252603198,2.4554582156023203e-27,✅
MH-5,Hydrazine_2,0.8190279756015046,2.4998031757481e-27,✅
MA_2,TA_6,0.8183543836523817,2.987051322386534e-27,✅
NO2_1,HF_1,0.818104737679461,3.1902443313675053e-27,✅
MA_3,Hydrazine_5,0.8180475768574885,3.238634709394685e-27,✅
DM_5,TA_2,0.817950574508853,3.3223990267136774e-27,✅
MA_2,TA_3,0.8179142016062191,3.354350451321006e-27,✅
TA_7,Ammonia_4,0.8175417871508869,3.699254086231746e-27,✅
TA_4,Ammonia_6,0.8175017326938614,3.7383505956899394e-27,✅
Cl2_4,NO2_5,0.8174969692806853,3.743026851381268e-27,✅
HCN_1,HCN_4,0.8174872160280704,3.752619477547353e-27,✅
HCl_5,HF_3,0.8173921741908112,3.84736197663345e-27,✅
MA_3,Hydrazine_2,0.8173044861718445,3.9368433622672714e-27,✅
HF_1,HNO3_7,0.8172111644901199,4.0343061562762326e-27,✅
HF_3,HNO3_7,0.8168891979822134,4.388990562566812e-27,✅
MH-5,Hydrazine_5,0.816841563746269,4.443987298471856e-27,✅
MH-4,Hydrazine_2,0.8165367045769115,4.812246645742225e-27,✅
HF_3,HNO3_6,0.816377567184304,5.016151805654251e-27,✅
HF_2,HNO3_7,0.816167977004556,5.2976196576870455e-27,✅
MA_4,TA_2,0.8157232240248432,5.9469455021764564e-27,✅
HF_2,HNO3_6,0.8146750883611039,7.800019123273897e-27,✅
MA_1,Hydrazine_2,0.8139768069435543,9.336059759144742e-27,✅
TA_2,Ammonia_3,0.8135577880443464,1.0395673598899812e-26,✅
HF_1,HNO3_5,0.8134194876019517,1.0770526036466199e-26,✅
MH-4,Hydrazine_3,0.8129179924928073,1.2243774461090483e-26,✅
MH-4,Hydrazine_7,0.81291084732199,1.226612549152373e-26,✅
DM_6,TA_2,0.8128441590979169,1.2476665604542813e-26,✅
MA_6,TA_2,0.8122630185380901,1.4467128170160102e-26,✅
HF_6,HNO3_7,0.8117875703200544,1.632334233022198e-26,✅
MA_5,Hydrazine_4,0.8115788771709205,1.7209743329732753e-26,✅
HF_2,HNO3_2,0.8112159593867191,1.886440994613883e-26,✅
MA_7,Hydrazine_5,0.8110997053851956,1.942657709749534e-26,✅
MA_1,TA_3,0.810866298139567,2.0605088327460114e-26,✅
TA_3,Ammonia_5,0.8106357236083721,2.1837729698646154e-26,✅
MH-2,MH-4,0.8100051445229884,2.5588177379258072e-26,✅
TA_3,Ammonia_1,0.8099326691570533,2.6057579791325575e-26,✅
MA_2,Hydrazine_5,0.8097783112787827,2.708550754870247e-26,✅
TA_2,Ammonia_5,0.8095716708634829,2.8523789798195824e-26,✅
HCl_7,NO2_1,0.8094162927396229,2.965412656897087e-26,✅
TA_3,Ammonia_6,0.8094134571208593,2.9675156061022085e-26,✅
NO2_1,HF_4,0.8092915358801498,3.059325117078968e-26,✅
MH-4,Hydrazine_6,0.8089833850961263,3.303909836748681e-26,✅
Cl2_3,NO2_5,0.8089275889768981,3.350193031681187e-26,✅
MA_7,Hydrazine_2,0.8088561377792568,3.4103874619661967e-26,✅
MH-2,MH-7,0.8086099103306132,3.6260230103329433e-26,✅
HF_3,HNO3_4,0.808556042749163,3.6749430827702967e-26,✅
HF_5,HNO3_4,0.8083016567111567,3.9148092725652564e-26,✅
HF_7,HNO3_6,0.8081463892160193,4.068656295933694e-26,✅
MA_1,TA_4,0.8080939916710823,4.1218946216217954e-26,✅
TA_4,Ammonia_7,0.8078920041536863,4.333561856723841e-26,✅
DM_4,Hydrazine_1,0.8075443656827467,4.7229709110295524e-26,✅
Cl2_5,NO2_5,0.807293738257499,5.024698499664513e-26,✅
HF_6,HNO3_4,0.8072603943652664,5.0662330214951407e-26,✅
HCl_3,NO2_1,0.8071774938790286,5.170955365332106e-26,✅
MH-4,Hydrazine_1,0.807084232447434,5.291292977787621e-26,✅
MA_2,Hydrazine_4,0.807034591824097,5.35645611407521e-26,✅
MH-1,Hydrazine_4,0.8067459457422486,5.751175322730094e-26,✅
HNO3_1,HNO3_5,0.8065764622673057,5.99602707620768e-26,✅
HF_5,HNO3_3,0.8062819743347909,6.445893379450816e-26,✅
MH-6,Hydrazine_3,0.805865708896214,7.138446278033838e-26,✅
HCN_5,HCN_7,0.8056651812637919,7.497492853505087e-26,✅
HF_4,HNO3_6,0.8051473565466966,8.508182224097245e-26,✅
HF_7,HNO3_4,0.804826290232284,9.200398835724983e-26,✅
Cl2_5,NO2_2,0.8045862032829365,9.753657315312562e-26,✅
MH-5,Hydrazine_6,0.8045343254006059,9.877404404766922e-26,✅
MH-1,Hydrazine_2,0.8043404220883228,1.0353649306757624e-25,✅
TA_6,Ammonia_1,0.804299466972796,1.0457069274808353e-25,✅
Cl2_6,NO2_5,0.8041975196930401,1.0718906161313075e-25,✅
HF_4,HNO3_4,0.8040088980861272,1.1220333246521465e-25,✅
MA_6,Hydrazine_5,0.8036430497203882,1.225901154322251e-25,✅
Cl2_2,NO2_5,0.8030590639439545,1.4114437581870628e-25,✅
HCN_6,HCN_7,0.80259560239464,1.5779519115301817e-25,✅
MH-5,Hydrazine_7,0.8020192252729456,1.811942343751886e-25,✅
Cl2_3,NO2_2,0.8015662065220498,2.0193157834618698e-25,✅
HF_3,HNO3_2,0.8015147726077536,2.044276088116767e-25,✅
TA_3,Ammonia_4,0.8013756704488078,2.113299139144223e-25,✅
HNO3_2,HNO3_3,0.800822167081437,2.4111962689229228e-25,✅
MH-4,Hydrazine_5,0.8006459203741522,2.5143817949132295e-25,✅
Cl2_4,NO2_2,0.8005658921375289,2.562646314955641e-25,✅
MA_1,Hydrazine_5,0.8004820574156893,2.614176211731136e-25,✅
TA_6,Ammonia_7,0.8002819940622935,2.7412682721309634e-25,✅
Cl2_1,NO2_5,0.7997503965550913,3.108992734610731e-25,✅
HF_6,HNO3_6,0.7996103528044648,3.213617053326654e-25,✅
HCl_4,NO2_1,0.7995274705383596,3.277147550532208e-25,✅
Ammonia_1,Hydrazine_2,0.7994960308882385,3.3015658323726497e-25,✅
DM_4,TA_2,0.7993559804235366,3.4125138864257626e-25,✅
MA_1,MH-7,0.7992692906784545,3.48300425329218e-25,✅
TA_6,Ammonia_4,0.7990577968760382,3.660993649029547e-25,✅
Cl2_5,NO2_6,0.7979002874742482,4.804043108918152e-25,✅
Cl2_3,NO2_6,0.7978574167556634,4.852469771945257e-25,✅
HF_5,HNO3_5,0.7969523682522062,5.993463920519019e-25,✅
Diborane_1,Diborane_5,0.7969418741941848,6.008120195575989e-25,✅
HF_2,HNO3_4,0.7964122057408518,6.795097944484295e-25,✅
MH-1,Hydrazine_5,0.7964093391501319,6.799619392937891e-25,✅
HCl_6,NO2_1,0.7961740356492992,7.180947625911141e-25,✅
Cl2_5,F2_5,0.7961568782517989,7.209554793557289e-25,✅
MH-5,Hydrazine_1,0.7959329494066893,7.593274482680894e-25,✅
DM_4,Hydrazine_4,0.7958853637007618,7.677347631990099e-25,✅
HCl_1,NO2_1,0.7958186759162966,7.796700273126291e-25,✅
Cl2_6,NO2_2,0.7957453294845046,7.930061380497005e-25,✅
NO2_4,HF_1,0.7955452666076004,8.305242435230604e-25,✅
NO2_2,HF_1,0.7950975068354815,9.208800152274813e-25,✅
Cl2_1,NO2_6,0.7950155525810616,9.384261490200612e-25,✅
HF_1,HNO3_6,0.7949069707622395,9.621764104319835e-25,✅
HCl_2,NO2_1,0.7946783274743491,1.014121900068155e-24,✅
DM_7,Hydrazine_1,0.7945906293827047,1.0347638042602146e-24,✅
Cl2_3,NO2_3,0.794583059437728,1.0365646797017676e-24,✅
TA_3,Ammonia_7,0.7944496841864586,1.068800709997673e-24,✅
TA_2,Ammonia_7,0.7941619191336524,1.1417199577251086e-24,✅
MA_5,Hydrazine_5,0.7940019244143397,1.1843394003653143e-24,✅
Cl2_4,NO2_1,0.7938876027703945,1.2157394445994859e-24,✅
HNO3_3,HNO3_7,0.7938561496877471,1.2245200352233069e-24,✅
MH-5,Hydrazine_3,0.7933783320313245,1.3657727346937943e-24,✅
NO2_1,HF_5,0.7933159945506683,1.3853350351516371e-24,✅
DM_3,TA_2,0.7927090677340856,1.59066373644989e-24,✅
Cl2_4,NO2_6,0.7925366842379701,1.6542083628628666e-24,✅
Cl2_7,NO2_5,0.7924509428008003,1.6867304951962604e-24,✅
HF_6,HNO3_2,0.7922737070271242,1.7559469605658034e-24,✅
HF_1,HNO3_4,0.7921632513075537,1.8004773816465885e-24,✅
MA_5,Hydrazine_2,0.792087036878257,1.8318438952912866e-24,✅
HNO3_1,HNO3_4,0.7918506557724863,1.932557679346205e-24,✅
NO2_1,HF_7,0.7918174088483804,1.947149574634422e-24,✅
DM_2,TA_2,0.7917944858694402,1.9572729063264418e-24,✅
MA_6,MH-4,0.7909809320206156,2.3517796262951962e-24,✅
Cl2_3,NO2_4,0.7907818647765488,2.4595491148545856e-24,✅
HF_7,HNO3_2,0.7905922141663189,2.566695044206291e-24,✅
DM_4,Hydrazine_6,0.7905779238587199,2.574950589664492e-24,✅
Cl2_6,NO2_6,0.7904122019614336,2.6726014694635165e-24,✅
MA_1,MH-6,0.7900348921699614,2.908603224601605e-24,✅
TA_2,Ammonia_1,0.7899957843593435,2.9341972408480055e-24,✅
Cl2_2,NO2_2,0.7898387112140005,3.0392253898099283e-24,✅
Cl2_1,NO2_2,0.789802485074894,3.0639639187907166e-24,✅
NO2_4,HF_4,0.7892994431646282,3.4284808521979056e-24,✅
HF_2,HNO3_3,0.7892766297979364,3.445978112944407e-24,✅
DM_5,Hydrazine_1,0.7892555685056073,3.46220890787868e-24,✅
Cl2_4,NO2_3,0.7891813617613154,3.519992599772323e-24,✅
DM_1,TA_2,0.789047856106532,3.6263298552173494e-24,✅
Cl2_5,NO2_1,0.7889050844551144,3.7435154698294375e-24,✅
Cl2_5,NO2_3,0.788781236007507,3.848155490500849e-24,✅
DM_4,Hydrazine_7,0.7886773129480648,3.938157960974204e-24,✅
Cl2_2,NO2_4,0.7884096906646851,4.179492052481065e-24,✅
Cl2_7,F2_4,0.7884001638610229,4.188343804556615e-24,✅
DM_6,Hydrazine_4,0.7881048329474977,4.472005563057864e-24,✅
DM_3,MH-4,0.7878037278649679,4.780487221858208e-24,✅
Cl2_1,NO2_4,0.7876875296247098,4.90500246261451e-24,✅
TA_2,Ammonia_4,0.7875312006149741,5.0775240951037146e-24,✅
MH-3,Hydrazine_4,0.7874121144346817,5.2129041643255966e-24,✅
Cl2_3,NO2_7,0.7873617422618536,5.2712225560286135e-24,✅
DM_3,Hydrazine_1,0.787235866887849,5.419751619423496e-24,✅
Cl2_2,NO2_1,0.787114045366639,5.5673815987908984e-24,✅
MA_2,TA_2,0.7870882000242865,5.599203161791382e-24,✅
DM_4,Hydrazine_2,0.7870682859118179,5.623842989469997e-24,✅
NO2_2,HF_4,0.7870415799415742,5.6570525384511505e-24,✅
NO2_1,HF_6,0.7870063615405287,5.701140170723708e-24,✅
DM_4,Hydrazine_5,0.7869444371692396,5.779473540421229e-24,✅
Cl2_3,NO2_1,0.7869139824897349,5.8183824690801e-24,✅
SO2_5,SO2_7,0.7868309738480747,5.925736556942311e-24,✅
MH-1,Hydrazine_6,0.7867528848580779,6.028490822731434e-24,✅
